doc_id,page_num,page_type,section_label,block_id,block_text,requirement_type_candidate,requirement_strength,requirement_confidence,deep_prediction,deep_confidence,deep_prediction_label,prediction_status,final_prediction,nfr_subtype_pred,nfr_subtype_confidence,nfr_subtype_model_name,ambiguity_pred_id,ambiguity_prediction,ambiguity_confidence,clear_probability,ambiguous_probability,ambiguity_model_name,ambiguity_status,final_ambiguity_label,true_page_type,vision_page_type,vision_confidence,vision_quality_flag,vision_prob_appendix_page,vision_prob_content_page,vision_prob_cover_page,vision_prob_low_text_page,vision_prob_toc_page,avg_vision_confidence,document_vision_quality_flag,low_confidence_pages,vision_accuracy_proxy,quality_word_count,has_mandatory_modal,has_soft_modal,has_numeric_constraint,has_threshold_language,has_vague_terms,has_actor_or_system,is_fr,is_nfr,is_prediction_uncertain,is_deep_low_confidence,is_ambiguous,is_ambiguity_uncertain,ambiguous_probability_signal,ambiguity_confidence_signal,is_nfr_subtype_low_confidence,missing_section_context,low_requirement_confidence,vision_page_mismatch,low_vision_confidence,medium_vision_confidence,high_vision_confidence,vision_says_non_content_page,true_page_is_content_or_appendix,weak_document_visual_structure,moderate_document_visual_structure,strong_document_visual_structure,avg_vision_confidence_signal,vision_confidence_signal,silver_quality_score,silver_quality_label,quality_label_id,deep_quality_pred_id,deep_quality_label,deep_quality_confidence,low_quality_probability,medium_quality_probability,high_quality_probability,quality_model_name,clarity_score,testability_score,measurability_score,classification_reliability_score,ambiguity_safety_score,visual_context_score,completeness_score,deep_quality_numeric_score,requirement_quality_score,requirement_quality_level,quality_issues,quality_recommendations,num_quality_issues,section_label_clean,requirement_text_norm,original_requirement,improved_requirement,rewrite_strategy,what_was_fixed,remaining_assumptions,rewrite_validation_score,rewrite_validation_label,rewrite_improvement_flag,quality_score_improvement_proxy,has_llm_rewrite,final_action_priority,priority_rank
0000 cctns,8,content_page,non_functional_requirements,7,The System must allow only admin-users to set up user profiles and allocate,NFR,strong,1.0,1,0.71519023,NFR,LOW_CONFIDENCE_REVIEW,UNCERTAIN,security,0.98708236,roberta-base,0,CLEAR,0.98193365,0.98193365,0.018066367,roberta-base,HIGH_CONFIDENCE,CLEAR,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,13,True,False,False,False,False,True,False,True,True,True,False,False,0.018066367,0.98193365,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,57.78,MEDIUM_QUALITY,1,1,MEDIUM_QUALITY,0.9129606,0.030631326,0.9129606,0.056408044,roberta-base,100.0,100.0,40.0,42.18,98.74,85.79,100.0,60.62,78.74,GOOD,"['fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review whether this requirement is functional or non-functional.']",4,non_functional_requirements,the system must allow only admin-users to set up user profiles and allocate,,,,,,,,,,False,ACCEPTABLE,7
0000 cctns,8,content_page,non_functional_requirements,10,The System should allow a user to stipulate which other users or groups can,NFR,medium,0.9,0,0.96668154,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,0,CLEAR,0.9827255,0.9827255,0.017274432,roberta-base,HIGH_CONFIDENCE,CLEAR,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,14,False,True,False,False,False,True,True,False,False,False,False,False,0.017274432,0.9827255,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,96.79,HIGH_QUALITY,2,2,HIGH_QUALITY,0.9928256,0.0015326029,0.005641821,0.9928256,roberta-base,100.0,100.0,100.0,98.5,98.79,85.79,100.0,89.73,97.69,EXCELLENT,[],['No major quality issue detected.'],0,non_functional_requirements,the system should allow a user to stipulate which other users or groups can,,,,,,,,,,False,ACCEPTABLE,7
0000 cctns,8,content_page,non_functional_requirements,13,The System must allow changes to security attributes for groups or users (such,NFR,strong,1.0,1,0.95010704,NFR,HIGH_CONFIDENCE,NFR,security,0.9918839,roberta-base,0,CLEAR,0.97755367,0.97755367,0.022446295,roberta-base,HIGH_CONFIDENCE,CLEAR,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,13,True,False,False,False,False,True,False,True,False,False,False,False,0.022446295,0.97755367,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,82.73,HIGH_QUALITY,2,2,HIGH_QUALITY,0.9865133,0.002070664,0.011416024,0.9865133,roberta-base,100.0,100.0,40.0,97.75,98.43,85.79,100.0,89.52,87.92,EXCELLENT,"['nfr_missing_numeric_target', 'nfr_missing_threshold']","['Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.']",2,non_functional_requirements,the system must allow changes to security attributes for groups or users (such,,,,,,,,,,False,ACCEPTABLE,7
0000 cctns,8,content_page,non_functional_requirements,18,"right to access, the System must provide one of the following responses",NFR,strong,1.0,0,0.99008256,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,0,CLEAR,0.9901182,0.9901182,0.009881848,roberta-base,HIGH_CONFIDENCE,CLEAR,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,12,True,False,False,False,False,True,True,False,False,False,False,False,0.009881848,0.9901182,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,96.88,HIGH_QUALITY,2,2,HIGH_QUALITY,0.99155104,0.0019588815,0.006490037,0.99155104,roberta-base,100.0,100.0,100.0,99.55,99.31,85.79,100.0,89.68,97.9,EXCELLENT,[],['No major quality issue detected.'],0,non_functional_requirements,"right to access, the system must provide one of the following responses",,,,,,,,,,False,ACCEPTABLE,7
0000 cctns,8,content_page,non_functional_requirements,25,must not include such cases in any count of search results; this level of security,NFR,strong,1.0,1,0.69722044,NFR,LOW_CONFIDENCE_REVIEW,UNCERTAIN,security,0.9915707,roberta-base,1,AMBIGUOUS,0.9460423,0.053957738,0.9460423,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,15,True,False,False,False,False,False,False,True,True,True,True,False,0.9460423,0.9460423,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,12.65,LOW_QUALITY,0,1,MEDIUM_QUALITY,0.6091659,0.37726212,0.6091659,0.013571985,roberta-base,65.0,60.0,40.0,41.37,13.78,85.79,88.0,47.2,52.52,WEAK,"['ambiguous_requirement', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.']",6,non_functional_requirements,must not include such cases in any count of search results; this level of security,must not include such cases in any count of search results; this level of security,The application shall exclude specific cases from the search result count.,Removed ambiguity by specifying that the exclusion should be done during the search process.,"[""uncertainty about what constitutes 'such cases'"", 'ambiguity regarding the criteria for including/excluding cases']","[""the application's implementation details"", ""the definition of 'specific cases'""]",91.25,STRONG_REWRITE,MAJOR_IMPROVEMENT,38.73,True,REWRITE_REQUIRED,1
0000 cctns,8,content_page,non_functional_requirements,28,"If a user performs a quick or advanced search, the System must never include in",NFR,strong,1.0,0,0.96221405,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,0,CLEAR,0.9890182,0.9890182,0.01098182,roberta-base,HIGH_CONFIDENCE,CLEAR,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,15,True,False,False,False,False,True,True,False,False,False,False,False,0.01098182,0.9890182,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,96.87,HIGH_QUALITY,2,2,HIGH_QUALITY,0.99047625,0.0017333594,0.0077903676,0.99047625,roberta-base,100.0,100.0,100.0,98.3,99.23,85.79,100.0,89.65,97.72,EXCELLENT,[],['No major quality issue detected.'],0,non_functional_requirements,"if a user performs a quick or advanced search, the system must never include in",,,,,,,,,,False,ACCEPTABLE,7
0000 cctns,8,content_page,non_functional_requirements,32,must log these in the audit trail.,NFR,strong,1.0,0,0.89260805,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,0,CLEAR,0.9073213,0.9073213,0.09267873,roberta-base,HIGH_CONFIDENCE,CLEAR,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,7,True,False,False,False,False,False,True,False,False,False,False,False,0.09267873,0.9073213,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,89.89,HIGH_QUALITY,2,2,HIGH_QUALITY,0.9627841,0.004500483,0.032715376,0.9627841,roberta-base,100.0,90.0,100.0,95.17,93.51,85.79,88.0,88.73,93.99,EXCELLENT,['missing_actor_or_system_context'],['Specify the responsible actor or system component.'],1,non_functional_requirements,must log these in the audit trail.,,,,,,,,,,False,ACCEPTABLE,7
0000 cctns,8,content_page,non_functional_requirements,35,documents or data should also need to be stored in the audit trail to ensure legal,NFR,medium,0.9,1,0.91228,NFR,HIGH_CONFIDENCE,NFR,security,0.9916863,roberta-base,1,AMBIGUOUS,0.5502911,0.44970888,0.5502911,roberta-base,LOW_CONFIDENCE_REVIEW,UNCERTAIN,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,16,False,True,False,False,False,False,False,True,False,False,False,True,0.5502911,0.5502911,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,58.4,MEDIUM_QUALITY,1,1,MEDIUM_QUALITY,0.6406488,0.34457743,0.6406488,0.014773777,roberta-base,85.0,90.0,40.0,96.05,51.48,85.79,88.0,48.38,73.91,GOOD,"['ambiguity_uncertain_review', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.']",4,non_functional_requirements,documents or data should also need to be stored in the audit trail to ensure legal,,,,,,,,,,False,MODEL_UNCERTAINTY_REVIEW,4
0000 cctns,8,content_page,non_functional_requirements,39,"All error messages produced by the System must be meaningful, so that they can be",NFR,strong,1.0,1,0.78796864,NFR,HIGH_CONFIDENCE,NFR,security,0.32979122,roberta-base,0,CLEAR,0.9769959,0.9769959,0.023004066,roberta-base,HIGH_CONFIDENCE,CLEAR,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,15,True,False,False,False,False,True,False,True,False,False,False,False,0.023004066,0.9769959,True,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,74.72,MEDIUM_QUALITY,1,1,MEDIUM_QUALITY,0.92413306,0.040855,0.92413306,0.035011906,roberta-base,100.0,100.0,40.0,78.46,98.39,85.79,100.0,59.62,83.72,GOOD,"['low_nfr_subtype_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review the NFR subtype because the subtype classifier is uncertain.']",3,non_functional_requirements,"all error messages produced by the system must be meaningful, so that they can be",,,,,,,,,,False,ACCEPTABLE,7
0000 cctns,8,content_page,non_functional_requirements,41,message will be accompanied by explanatory text and an indication of the action(s),NFR,soft,0.8,0,0.91671705,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,0,CLEAR,0.9786211,0.9786211,0.021378865,roberta-base,HIGH_CONFIDENCE,CLEAR,content_page,content_page,0.921358585357666,high_confidence_visual_prediction,0.0387275,0.9213586,1.4544755e-06,7.3067204e-06,0.039905082,0.7431,moderate_visual_structure,4,0.737,13,True,False,False,False,False,False,True,False,False,False,False,False,0.021378865,0.9786211,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.921358585357666,90.74,HIGH_QUALITY,2,2,HIGH_QUALITY,0.993944,0.0017756799,0.004280317,0.993944,roberta-base,100.0,90.0,100.0,96.25,98.5,85.79,88.0,89.76,94.89,EXCELLENT,['missing_actor_or_system_context'],['Specify the responsible actor or system component.'],1,non_functional_requirements,message will be accompanied by explanatory text and an indication of the action(s),,,,,,,,,,False,ACCEPTABLE,7
