doc_id,page_num,image_file_name,image_path,pdf_file_name,pdf_path,xml_file_name,xml_path,has_pdf,has_xml,page_text,char_count,word_count,source_type,ocr_used,heading_candidates,page_type
2003 pnnl,44,2003 - pnnl-044.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-044.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 38  
 
non-positive results exist.  Essentially, confirmed problems override potential problem indications which 
override non-positive results.    
 
3.6 
Security 
Certain functions of the tool directly available to the user require the user to possess supplementary 
privileges associated with performing these functions.  These supplementary privileges are possessed by 
the administrator user and are in addition to those of the general user as described in 2.5.  The tool 
determines the type of user by requesting an identifier and password from the user.  The requirements 
related to this process are discussed in other requirements in this document.  
3.7 
Other Requirements 
 
The tool shall log to permanent storage the occurrence of changes to the fixed data.  The log shall indicate 
the time and date of the change, original value of the item(s) changed, and the new value of the item(s) 
changed.  
",1114,153,pdf_text,False,[],content_page
2003 pnnl,45,2003 - pnnl-045.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-045.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 39  
 
4. 
Appendix A:  Data Flow Diagrams of Diagnostic Processes for Chillers, 
Cooling Towers, and Chilled-Water Distribution
",327,35,pdf_text,False,"['Appendix A: Data Flow Diagrams of Diagnostic Processes for Chillers,']",appendix_page
2003 pnnl,46,2003 - pnnl-046.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-046.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 40  
 
         
 
Context Diagram
Diagnose Chiller/Cooling Tower
0.0
Diagnose
Chiller/
Cooling
Tower
Identification
of
Condition
Metered and Fixed
Equipment Data
 
",363,37,pdf_text,False,[],content_page
2003 pnnl,47,2003 - pnnl-047.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-047.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 41  
 
Chiller Equpment
Status
0.0  Diagnose Chiller/Cooling Tower
1.0
Diagnose Chiller
Chiller Condition
Cooling Tower
Equipment Status
2.0
Diagnose
Cooling Tower
Cooling Tower Condition
3.0
Determine
Equipment
Status
Metered and Fixed
Equipment Data
Fixed
Chiller Data
Fixed
Cooling Tower
 Data
Shared Equpment
Status Data
 
",525,62,pdf_text,False,['0.0 Diagnose Chiller/Cooling Tower'],content_page
2003 pnnl,48,2003 - pnnl-048.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-048.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 42  
 
          
0.0  Diagnose Chiller/Cooling Tower
CHW {Pumps
Status
Secondary
CHW Pumps
Status
Condenser
 Fans
Status
Supply Fans
Status
Compressor
State
Compressor
Status
CHWST
Alarm
CHWST Mean
Too-Low Deviation
1.0
Diagnose
Chiller
Supply Fans/
CHW Pumps
Interlock OK/not
Supply Fans/
Secondary
 CHW Pumps
Interlock OK/not
Compressor
interlocked with
Condenser
Pumps OK/not
Compressor
interlocked
with  CHW
Pumps OK/not
Compressor
 Interlock
 With Condenser
Fans OK/not
Secondary/
Primary
 CHW Pumps
Interlock OK/not
Compressor
 On Cycle OK/not
Compressor
 Off Cycle
OK/not
Rejected OAT for
Non-Steady CHWST
Chiller
Schedule
ok/not
Condenser
Pumps Max
Start-Up Time
CHW Pumps
Max Start-Up
Time
Chiller
Condenser
Type
Water-side
Economizing
Minimum
Compressor
 On Time
Minimum
Compressor
 Off Time
CHWST
Ambient
Temperature
OAT
CHWST
 Alarm
Evaluation
Interval
CHWST Alarm
Trigger High
CHWST Alarm
 Trigger Low
CHW Set
 Point
CHWdUp
CHWdDown
Chiller
Schedule
CHWST  Mean
Too-High  Deviation
Rejected CHWST
for Non-Steady
 CHWST
2.0
Diagnose
Cooling
Tower
CT
Sump
Temp
Ambient
wb Temp
Sump Temp
Control
OK/Not
CT Cycling
 OK/Not
Min. CT Fans On Time
CT Approach
OK/Not
Min. CT Fans Off Time
Rejected CT Approach and
Ambient wb Temp
When Condenser Pumps are ""Off""
Rejected CT Approach and Ambient
wb Temp Points for CT Fans
Status Off and/or for CT Sump Temp
Below the CT Fans ""On"" Setpoint
Current Time
CT Fans ""Off""
 Setpoint
CT Fans ""On""
 Setpoint
Rejected CT
Sump Temp When
Condenser Pumps are ""Off""
Rejected Ambient wb
Temp When
Condenser
 Pumps are ""Off""
CT Fans/
Condenser
Pumps Interlock
OK/Not
CT Inlet
Temperature
CT Range
Benchmark
CT Fans
Staging
OK/Not
CT Range
OK/Not
Rejected Sump
Temp When
Condenser Pumps are ""Off""
Rejected CT
Range When
Condenser
Pumps are ""Off""
Rejected Ambient
 wb Temp
When Condenser
Pumps are ""Off""
Rejected CT
Fans Current  When
Condenser Pumps are ""Off""
Rejected CT Range for
CT Fans Status Off and/or
 Sump Temp Below the
CT Fans ""On"" Setpoint
Rejected Ambient wb
Temp Points for Fans Status Off
and/or for Sump Temp Below
the CT  Fans ""On"" Setpoint
 Compressor P
Compressor
Current
 (or Power)
Condenser
Pumps P
Condenser-Pumps
Motor  Rated
Current (or Power)
Condenser Pumps
Current (or Power)
CHW
Pumps P
CHW Pumps
Motor   Rated
Current (or Power)
Secondary CHW Pumps
Motor Rated Current
 (or Power)
Secondary
 CHW Pumps
Current (or Power)
 CT Fans P
CT Fan Motors
 Rated current
 (or Power)
CT Fans
Current (or Power)
 Condenser
 Fans P
Condenser Fan Motors
 Rated current  (or Power)
Condenser
 Fans
Current (or Power)
Compressor
 Motor
 Rated Current
 (or Power)
Secondary  CHW
Pumps P
Supply  Fans
Current (or Power)
 Supply
Fans P
Supply  Fan Motors
 Rated current
 (or Power)
CHW Pumps
Current (or Power)
3.0
Determine
Equipment
Status
Condenser Pumps
Status
CT Fans
Status
CHW Transient
Decrease Factor
CHWST
Ambient
Temperature
OAT
 
",3088,462,pdf_text,False,"['0.0 Diagnose Chiller/Cooling Tower', 'CHWST', 'CHWST', 'OAT', 'CHWST', 'CHWST', 'CHW', 'CHWST', 'OAT']",content_page
2003 pnnl,49,2003 - pnnl-049.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-049.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 43  
 
               
1.0 Diagnose Chiller
1.6
Diagnose
Chiller
Performance
(Placeholder)
inputs
Performance
Assessment
 Compressor
Status
1.1
Diagnose
Chiller
Schedule
Chiller
Schedule
ok/not
Chiller
Schedule
1.2
Check
Chilled
Water
Control
CHWST
Ambient
Temperature
OAT
CHWST Alarm
Evaluation Interval
CHWST Alarm
Trigger High
CHWST Alarm
 Trigger Low
CHW Set
 Point
CHWdUp
CHWdDown
CHWST
Alarm
CHWST Mean
Too-High Deviation
CHWST Mean
Too-Low Deviation
Rejected  CHWST
for Non-Steady
 CHWST
Rejected OAT
for Non-Steady
CHWST
Compressor
State
1.3
Diagnose
Chiller
Cycling
Minimum Compressor
 On Time
Minimum Compressor
 Off Time
Compressor
 On Cycle OK/not
Compressor
 Off Cycle
OK/not
Supply Fans/
CHW Pumps
Interlock OK/not
Supply Fans/
Secondary
 CHW Pumps
Interlock OK/not
Compressor
interlocked with
Condenser
Pumps OK/not
Compressor
interlocked
with  CHW
Pumps OK/not
Compressor  Interlock
 With Condenser
Fans OK/not
Condenser
Pumps
 Max Start-
Up Time
1.5
Diagnose
Interlocks
CHW Pumps
Max Start-Up
Time
Chiller
Condenser
Type
Water-side
Economizing
Secondary/Primary
 CHW Pumps
Interlock OK/not
Condenser Pumps
Status
CHW
Pumps Status
Secondary
CHW
 Pumps Status
Condenser
Fans Status
Supply
  Fans Status
 
",1418,180,pdf_text,False,"['1.0 Diagnose Chiller', 'CHWST', 'OAT', 'CHWST', 'CHWST', 'CHWST', 'CHW', 'CHW']",content_page
2003 pnnl,50,2003 - pnnl-050.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-050.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 44  
 
1.1 Diagnose Chiller
Schedule
1.1.1
Evaluate
Compressor
Power vs.
Time
Chiller
Schedule
ok/not
Chiller
Schedule
Compressor
Status
 
 
 
 
 
 
",347,36,pdf_text,False,['1.1 Diagnose Chiller'],content_page
2003 pnnl,51,2003 - pnnl-051.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-051.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 45  
 
1.1.1  Evaluate Compressor Power
vs. Time
Compare the current time to the scheduled time for the chiller to be on.,
If the current time is a scheduled chiller ""on"" time, then stop--make no further check.  OK.
If the current time is outside the scheduled chiller ""on"" times (i.e., the chiller should be off),
then check if the Compressor Status = ""Off.""
If the Compressor Status = ""Off,"" then the chiller is off as it should be and it is OK.
Set Chiller Schedule OK/Not = ""OK"".
If the Compressor Status = ""On,"" then the Chiller is ""On"" when it should be off.  Not
OK.  Energy is being wasted.  Set Chiller Schedule OK/Not = ""Not OK""
Note:  The purpose of this process is to determine if the chiller is on when it is supposed to be off.
Ref. File:   1.2 Chiller schedule diagnostics.doc
 
",992,161,pdf_text,False,['1.1.1 Evaluate Compressor Power'],content_page
2003 pnnl,52,2003 - pnnl-052.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-052.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 46  
 
 
1.2  Check Chilled Water
Control
1.2.2
Evaluate
Steady-State
CHWST
Control
1.2.1
Filter for
Compressor
State
Compressor
State
CHWST
Ambient
Temperature
Rejected  CHWST
for Non-Steady
 CHWST
Rejected OAT
for Non-Steady
CHWST
CHW Set
 Point
CHWdUp
CHWdDown
CHWST Alarm
Evaluation Interval
CHWST Alarm
Trigger High
CHWST Alarm
 Trigger Low
CHWST Steady
State CHW
CHWST
Alarm
CHWST Mean
Too-High Deviation
CHWST Mean
Too-Low Deviation
",638,80,pdf_text,False,"['1.2 Check Chilled Water', 'CHWST', 'CHWST', 'CHWST', 'CHWST', 'CHWST']",content_page
2003 pnnl,53,2003 - pnnl-053.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-053.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 47  
 
 
If Compressor State = ""Steady"", then pass values of CHWST.
Label these passesd values CHWST Steady State CHW.
If Compressor State = ""Transient"" or Compressor State = ""Off"", then
reject values of CHWST.
1.2.1  Filter (pass) CHWST Steady State ""On""
Only
",459,60,pdf_text,False,"['1.2.1 Filter (pass) CHWST Steady State ""On""']",content_page
2003 pnnl,54,2003 - pnnl-054.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-054.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 48  
 
1.2.2  Evaluate Steady-State CHWST Control
1.2.2.1
Evaluate
CHWST
Variation at
Single Points
1.2.2.2
Evaluate
CHWST
Variation
Alarm
Conditions
1.2.2.3
Determine
CHWST
Statistics
CHWST Maintained
 OK/not
CHWST Deviation
CHWST Alarm
Trigger High
CHWST Alarm
 Trigger Low
CHWST Alarm
Evaluation Interval
CHWST Steady
State CHW
CHW Set Point
CHWdUp
CHWdDown
CHWST
Alarm
CHWST Mean
Too-High Deviation
CHWST Mean
Too-Low Deviation
 
",632,77,pdf_text,False,"['1.2.2 Evaluate Steady-State CHWST Control', 'CHWST', 'CHWST', 'CHWST', 'CHWST']",content_page
2003 pnnl,55,2003 - pnnl-055.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-055.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 49  
 
1.2.2.1  Evaluate CHWST Variation at Single
Points
Calculate the upper bound for acceptable Chilled Water Temperature using
CHWST Upper Bound = CHW Setpoint + (CHWdUp)
Calculate the acceptable lower bound for the Chilled Water Temperature using
CHWST Lower Bound = CHW Setpoint - (CHWdDown).
Compare the Chilled Water Supply Temperature (CHWST) for steady state to the CHWST Upper Bound and
CHWST Lower Bound.
If CHWST Steady State CHW > CHWST Upper Bound, then
set CHWST Maintained OK/not = ""Too high"" for the current time.
If CHWST Steady State CHW <= CHWST Upper Bound
and CHWST Steady State CHW>= CHW Lower Bound,
then
set CHWST Maintained OK/not = ""OK"" for the current time.
If CHWST Steady State CHW < CHWST Lower Bound, then
set CHWST Maintained OK/not = ""Too low"" for the current time.
Calculate the CHW Temperature Deviation for a single point (current time)
CHWST Deviation = CHWST Steady State CHW - CHW Setpoint.
Ref file:  2.1CHW temperature control.doc
 
",1174,178,pdf_text,False,['1.2.2.1 Evaluate CHWST Variation at Single'],content_page
2003 pnnl,56,2003 - pnnl-056.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-056.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 50  
 
1.2.2.2  Evaluate CHWST Variation Alarm
Conditions
1.2.2.2.1
Update
CHWST Alarm
Variables
1.2.2.2.2
Evaluate
Alarm
Conditions
CHWST Maintained
 OK/not
CHWST Alarm
CHWSTNumber
High
CHWSTNumber
 Low
CHWST Alarm
Trigger High
CHWST Alarm
 Trigger Low
CHWST Alarm
Evaluation Interval
 
",486,55,pdf_text,False,['1.2.2.2 Evaluate CHWST Variation Alarm'],content_page
2003 pnnl,57,2003 - pnnl-057.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-057.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 51  
 
1.2.2.2.1  Update CHWST Alarm Variables
Update the variable CHWST Maintained OK/not Array
Update all values in the array, adding the current value of CHWST Maintained OK/not to the
array and by dropping the oldest value of CHWST Maintained OK/not from the array.
Update values for CHWSTNumber High and CHWSTNumber Low.
Set CHWSTNumber High = number of values ""Too High"" appearing in CHWST Maintained OK/not 
Array.
Set CHWSTNumber Low = number of values ""Too Low"" appearing in CHWST Maintained OK/not 
Array.
[Determine whether this evaluation should be done during initial start-up processing (this shouldn't really be
part of the DFDs because it represents intialization and control),
If Total Number of Time Steps Processed < CHWST Alarm Evaluation Interval, then
terminate processing of 2.8.2 (i.e., do not evaluate CHWST Variation Alarm Conditions).
Otherwise, continue with 2.8.2 processing.]
Ref file:  2.1CHW temperature control.doc
 
",1148,159,pdf_text,False,['1.2.2.2.1 Update CHWST Alarm Variables'],content_page
2003 pnnl,58,2003 - pnnl-058.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-058.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 52  
 
1.2.2.2.2  Evaluate Alarm Conditions
Calculate values for CHWSTFraction High and CHWSTFraction Low.
CHWSTFraction High  =
CHWSTNumber High/(CHWST Alarm Evaluation Interval)
CHWSTFraction Low    = CHWSTNumber Low/(CHWST Alarm Evaluation Interval)
Compare CHWSTFraction High with CHWST Alarm Trigger High.
Compare CHWSTFraction Low with CHWST Alarm Trigger Low.
If CHWSTFraction High >= CHWST Alarm Trigger High, then
set CHWST Alarm = ""Too High.""
If CHWSTFraction High < CHWST Alarm Trigger High and CHWSTFraction Low < CHWST
Alarm Trigger Low, then
set CHWST Alarm = ""OK"".
If CHWSTFraction Low >= CHWST Alarm Trigger Low, then
set CHWST Alarm = ""Too Low.""
Notes:  Conclusions regarding a fault existing or not based on individual points are likely to be
unrealiable.  Conclusions are likely to best be made by considering a high percentage of points over
some period of time exceeding some minimum time, e.g., a day or a week (24  hours or 168 hours).
Therefore, we base the assignment of CHWST Alarm on a minimum set of points rather than individual
points.
Ref file:  2.1CHW temperature control.doc
 
",1308,189,pdf_text,False,['1.2.2.2.2 Evaluate Alarm Conditions'],content_page
2003 pnnl,59,2003 - pnnl-059.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-059.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 53  
 
1.2.2.3  Determine CHWST Statistics*
If CHWSTAlarm = Too High, then
Calculate mean CHWST for the times correspoding to the too-high points in the CHWST
Maintained OK/not Array.
CHWST Mean Too-High Deviation = Sum [CHWST Deviation(time index)]/
(CHWSTNumber High),
where time index takes values between the currrent time and (CHWST Alarm Evaluation 
Interval - 1) time steps ago and the sum only includes values of CHWST Deviation
for which CHWST Maintained OK/not = ""Too High"".
Set Mean Too Low CHWST Deviation = null.
If CHWSTAlarm = Too Low, then
Calculate mean CHWST for the times correspoding to the too-low points in the CHWST
Maintained OK/not Array.
CHWST Mean Too-Low Deviation =
Sum [CHWST Deviation(time index)]/
(CHWSTNumber Low),
where time index takes values between the currrent time and (CHWST Alarm Evaluation 
Interval - 1) time steps ago and the sum only includes values of CHWST Deviation for
which CHWST Maintained OK/not = ""Too Low"".
Set Mean Too High CHWST Deviation = null.
Note:  This process is proposed for Round 2.  Also, additional or other statistics could be calculated in
this process.  These should also be proposed for Round 2.
 
",1368,206,pdf_text,False,['1.2.2.3 Determine CHWST Statistics*'],content_page
2003 pnnl,60,2003 - pnnl-060.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-060.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 54  
 
1.3 Diagnose Chiller Cycling
1.3.1
Evaluate
compressor
current (or
power) vs time
Minimum Compressor
 On Time
Compressor
 On Cycle OK/not
Compressor
 Off Cycle
OK/not
Minimum Compressor
 Off Time
Compressor
Status
",419,49,pdf_text,False,['1.3 Diagnose Chiller Cycling'],content_page
2003 pnnl,61,2003 - pnnl-061.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-061.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 55  
 
1.3.1  Evaluate Compressor current (or power) vs time
If Compressor Status = ""On"" and  Last Compressor Status = ""On"",   then terminate this evaluation.  Nothing new to
check.
If Compressor Status = ""On"" and Last Compressor Status = ""Off,"" then set Last Compressor Switch On Time = Current
Time and check Last Compressor Off Interval.
Calculate the Last Compressor Off Interval using
Last Compressor Off Interval = Last Compressor Switch On Time - Last Compressor Switch Off Time
If Last Compressor Off Interval  >= Minimum Compressor Off Time, then set Compressor Off Cycle OK/not = 
""OK.""
If Last Compressor Off Interval  <  Minimum Compressor Off Time, then set Compressor Off Cycle OK/not =
""not OK."" The compressor is not staying off long enough during cycling.  Possible causes include an
incorrectly specified minimum off time in the control algorithm or for compressors with minimum on/off times
controlled by a relay a failed relay or one requiring adjustment.
If Compressor Status = ""Off"" and Last Compressor Status = ""Off,"" then terminate this evaluation.  Nothing new to check.
If Compressor Status = ""Off"" and  Last Compressor Status =  ""On"",  then set Last Compressor Switch Off Time = Current
Time and check Last Compressor On Interval.
Calculate the Last Compressor On Interval using
Last Compressor On Interval = Last Compressor Switch Off Time - Last Compressor Switch On Time
If Last Compressor On Interval >= Minimum Compressor On Time, then Compressor On Cycle OK/not =
""OK.""
If Last Compressor On Interval  <  Minimum Compressor On Time, then Compressor On Cycle OK/not =
""not OK."" The compressor is not staying on long enough during cycling.  Possible causes include an
incorrectly specified minimum on time in the control algorithm or for compressors with minimum on/off times 
controlled by a relay a failed relay or one requiring adjustment.
Update Last Compressor Status : Set Last Compressor Status = Compressor Status*
*This over-writes previous compressor status with current status and should not be performed if previous status is
required in subsequent processing.
Ref:  4.x chiller cycling.doc
 
",2334,356,pdf_text,False,"['1.3.1 Evaluate Compressor current (or power) vs time', '""OK.""', '""OK.""']",content_page
2003 pnnl,62,2003 - pnnl-062.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-062.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 56  
 
     
1.5.0  Diagnose Interlocks
1.5.2
Diagnose CHW
Interlocks
Supply Fans/CHW
 Pumps Interlock OK/not
Supply Fans/Secondary
 CHW Pumps
Interlock OK/not
Secondary/Primary
 CHW Pumps
Interlock OK/not
Secondary CHW
Pumps Status
Supply Fan
 Status
1.5.1
Diagnose
Chiller
Interlocks
Compressor
interlocked with
Condenser Pumps
OK/not
Compressor
interlocked with
CHW Pumps
OK/not
Condenser Pumps
Status
Condenser Pumps
 Max Start-Up Time
CHW Pumps
Status
Water-side
 Economizing
CHW Pumps
 Max Start-Up
 Time
Compressor
Status
Condenser Fans
Status
Chiller Condenser
Type
Compressor  Interlock
 With Condenser
Fans OK/not
     
",828,97,pdf_text,False,['1.5.0 Diagnose Interlocks'],content_page
2003 pnnl,63,2003 - pnnl-063.png,/kaggle/input/datasets/yomnaahelali/page-image/page_images/2003 - pnnl/2003 - pnnl-063.png,2003 - pnnl.pdf,/kaggle/input/datasets/yomnaahelali/raw-document/2003 - pnnl.pdf,,,1,0,"Automated Diagnostics 
  Version:           1.1 
Software Requirements Specification 
  Date:  8/28/2003 
Software Requirements Specification 1-1.DOC   8/29/2003 
 
 
Battelle Northwest, 2003 
Page 57  
 
1.5.1.1 Verify Proper Condenser Pumps/Compressor Interlock
 
 
Compressor Interlock
With Condenser
Pumps OK/not
Chiller Condenser
Type
1.5.1.1.1
Evaluate
Condenser
Pumps Power
vs Compressor
Power
Condenser Pumps
Status
Compressor
Status
Last
Compressor Status
Last Condenser
 Pumps Status
Condenser Pumps
 Max Start-Up Time
1.5.1.1.2
Update Last
Compressor
and Pumps
Status
Condenser Pumps
Last Time
Turned On
 
",617,72,pdf_text,False,['1.5.1.1 Verify Proper Condenser Pumps/Compressor Interlock'],content_page
