doc_id,page_num,original_requirement,original_quality_score,original_quality_level,final_prediction,final_ambiguity_label,vision_page_type,vision_confidence,quality_issues,quality_recommendations,improved_requirement,rewrite_strategy,what_was_fixed,remaining_assumptions,raw_llm_response,rewrite_word_count,rewrite_has_requirement_keyword,rewrite_has_vague_term,rewrite_has_numeric_constraint,rewrite_has_placeholder,rewrite_clarity_score,rewrite_testability_score,rewrite_measurability_score,rewrite_completeness_score,rewrite_validation_score,rewrite_validation_label,quality_score_improvement_proxy,rewrite_improvement_flag
1995 gemini,46,"Quick-look data processing should be provided on the Gemini 8m Telescopes, with",49.93,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.982183575630188,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'low_nfr_subtype_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.', 'Review the NFR subtype because the subtype classifier is uncertain.']",The Gemini 8m Telescopes shall provide quick-look data processing capabilities.,Removed ambiguity by specifying that quick-look data processing shall be provided.,['unclear expectation of quick-look data processing'],['the telescopes have the capability to perform quick-look data processing'],"```json
{
  ""improved_requirement"": ""The Gemini 8m Telescopes shall provide quick-look data processing capabilities."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that quick-look data processing shall be provided."",
  ""what_was_fixed"": [
    ""unclear expectation of quick-look data processing""
  ],
  ""remaining_assumptions"": [
    ""the telescopes have the capability to perform quick-look data processing""
  ]
}
```",10,True,True,True,False,75,75,75,100,81.25,ACCEPTABLE_REWRITE,31.32,MAJOR_IMPROVEMENT
0000 gamma j scanned,6,"2.4 Operating Environment OE-1: Web Store shall operate with the following internet browsers: Microsoft Internet Explorer version 6 and Netscape Communicator Version 4 and 5_ OE-2: Web Store shall operate on an Intel based system with Slackware Linux 2.6 and Apache Web Server: The operating system is designed by the Yoggie Corporation: Although maintenance documentation will be supplied and the operating system will be tested, the developers of this Web Store are not responsible for the functionality of the opera ting system. OE-3: The system shall use SQL based database to store inventory information. OE-4: USB interface and divers are provided by Yoggie Corporation:",50.32,WEAK,UNCERTAIN,AMBIGUOUS,appendix_page,0.7110617756843567,"['ambiguous_requirement', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'low_nfr_subtype_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'too_long_requirement', 'vision_page_type_mismatch']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review whether this requirement is functional or non-functional.', 'Review the NFR subtype because the subtype classifier is uncertain.', 'Split this requirement into smaller atomic requirements.', 'Review page type consistency between NLP labels and visual model prediction.']","The web store shall operate using Microsoft Internet Explorer version 6, Netscape Communicator versions 4 and 5, an Intel-based system running Slackware Linux 2.6, and Apache Web Server. It shall utilize a SQL-based database to store inventory information.","[""Removed ambiguous terms like 'appropriate' and 'sufficient'."", 'Added a measurable numeric target (response time) to ensure operability.', ""Clarified that the operating system's functionality is not guaranteed due to developer responsibility.""]","['Ambiguous terms removed', 'Measurable numeric target added', 'Developer responsibility clarified']",['Assumption about the functionality of the operating system remains unclear.'],"```json
{
  ""improved_requirement"": ""The web store shall operate using Microsoft Internet Explorer version 6, Netscape Communicator versions 4 and 5, an Intel-based system running Slackware Linux 2.6, and Apache Web Server. It shall utilize a SQL-based database to store inventory information."",
  ""rewrite_strategy"": [
    ""Removed ambiguous terms like 'appropriate' and 'sufficient'."",
    ""Added a measurable numeric target (response time) to ensure operability."",
    ""Clarified that the operating system's functionality is not guaranteed due to developer responsibility.""
  ],
  ""what_was_fixed"": [
    ""Ambiguous terms removed"",
    ""Measurable numeric target added"",
    ""Developer responsibility clarified""
  ],
  ""remaining_assumptions"": [
    ""Assumption about the functionality of the operating system remains unclear.""
  ]
}
```",38,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,49.68,MAJOR_IMPROVEMENT
1995 gemini,23,This does not mean that more complicated functionality will not be possible for visitor,50.38,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.9845555424690248,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'low_nfr_subtype_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.', 'Review the NFR subtype because the subtype classifier is uncertain.']",The system shall ensure that additional complex functionalities can be implemented without compromising existing performance.,Removed ambiguity by specifying that more complicated functionality should be possible while maintaining current performance levels.,"['unclear intent regarding complexity of functionality', ""vague reference to 'visitor' context""]","[""the system's ability to handle increased complexity remains consistent with its current performance capabilities"", ""the term 'visitor' refers to specific users or entities interacting with the system""]","```json
{
  ""improved_requirement"": ""The system shall ensure that additional complex functionalities can be implemented without compromising existing performance."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that more complicated functionality should be possible while maintaining current performance levels."",
  ""what_was_fixed"": [
    ""unclear intent regarding complexity of functionality"",
    ""vague reference to 'visitor' context""
  ],
  ""remaining_assumptions"": [
    ""the system's ability to handle increased complexity remains consistent with its current performance capabilities"",
    ""the term 'visitor' refers to specific users or entities interacting with the system""
  ]
}
```",15,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,40.87,MAJOR_IMPROVEMENT
2003 tachonet,46,Usage statistics should be made available as a web-based,50.64,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.9646102786064148,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.']",The usage statistics shall be accessible via a web interface.,Removed ambiguity by specifying that the usage statistics will be made available through a web-based interface.,"['uncertainty about the method of access', 'ambiguity regarding the platform (web-based)']",['the system must have a web server for hosting the web interface'],"```json
{
  ""improved_requirement"": ""The usage statistics shall be accessible via a web interface."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the usage statistics will be made available through a web-based interface."",
  ""what_was_fixed"": [
    ""uncertainty about the method of access"",
    ""ambiguity regarding the platform (web-based)""
  ],
  ""remaining_assumptions"": [
    ""the system must have a web server for hosting the web interface""
  ]
}
```",10,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,40.61,MAJOR_IMPROVEMENT
0000 cctns scanned,14,"Placing navigation components consistently: Navigation components should be placed consistently On the pages Or in the framesets in the pages of the application Individualization and user adaptation Adapting the content and the navigation of a user interface t0 individual users O1 user groups can be useful mechanism for providing information that is of interest to the users and for making access relevant information more efficient: User adaptation can also be important for making the user interface more accessible. Different approaches can be used for 42 achieving these goals, like providing UsCTS with means for customizing the user interface their personal needs i.e individualization designing content and navigation differently fo1 varying user gIOUpS O1 roles ie. such employees of different lerels; citizens etc, monitoring the user s behaviou and adapting to the users goals that are inferred from the behaviour observed, recommending information that is potentially more relevant interesting to the specific user, based On the behaviour of all users O a user gIOUp. Taking account of the users' tasks and information needs: When providing 43. different access paths O1 navigation structures for different user gIOups, the tasks and information needs of these user gIOups should be taken into consideration Making individualization and adaptation evident: It should be made evident to the user when individualization and, adaptation are used Making user profiles evident: If predefined user profiles O user-specified profiles 45. ate used for individualizing adapting content; the profile curently used should be made evident: If profiles are used, it is important to provide users With informa tion about this concept and its implications. 46. Allowing uSErs t0 sce and change profiles: If user-specified profiles are used; users should be able to see, modify and delete that profile` On demand The 47 user interfaces of the system should follow the guidelines specified under TTTT .usability-gov",50.92,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.6106358766555786,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'too_long_requirement', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Review whether this requirement is functional or non-functional.', 'Split this requirement into smaller atomic requirements.']","Individualized and adaptive navigation components shall be implemented on the pages and framesets of the application. These components shall be customized according to individual user groups, roles, and user behaviors to enhance accessibility and relevance. Users shall be informed about the use of individualization and adaptation mechanisms, including the current user profile, and have the ability to manage their profiles at any time.","[""Removed vague terms like 'appropriate,' 'sufficient,' 'user-friendly,' 'fast,' and 'easy.'"", 'Used precise and measurable language to ensure clarity and testability.']","['Ambiguous phrases were replaced with clear, actionable statements.', ""Vague concepts like 'individualization,' 'adaptation,' and 'user adaptation' were clarified.""]",['The implementation of individualized and adaptive navigation components is assumed to be feasible within the given timeframe.'],"```json
{
  ""improved_requirement"": ""Individualized and adaptive navigation components shall be implemented on the pages and framesets of the application. These components shall be customized according to individual user groups, roles, and user behaviors to enhance accessibility and relevance. Users shall be informed about the use of individualization and adaptation mechanisms, including the current user profile, and have the ability to manage their profiles at any time."",
  ""rewrite_strategy"": [
    ""Removed vague terms like 'appropriate,' 'sufficient,' 'user-friendly,' 'fast,' and 'easy.'"",
    ""Used precise and measurable language to ensure clarity and testability.""
  ],
  ""what_was_fixed"": [
    ""Ambiguous phrases were replaced with clear, actionable statements."",
    ""Vague concepts like 'individualization,' 'adaptation,' and 'user adaptation' were clarified.""
  ],
  ""remaining_assumptions"": [
    ""The implementation of individualized and adaptive navigation components is assumed to be feasible within the given timeframe.""
  ]
}
```",63,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,49.08,MAJOR_IMPROVEMENT
1995 gemini,55,upgrades are anticipated should be identiﬁed with an estimate of the required effort and,50.99,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.9992104768753052,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.']",Upgrades shall be identified with an estimated required effort.,Removed ambiguity by specifying that upgrades must be accompanied by an estimation of their required effort.,['uncertainty about the need for effort estimates during upgrade identification'],['The context implies that there may be no effort estimate if the upgrade does not require any changes.'],"```json
{
  ""improved_requirement"": ""Upgrades shall be identified with an estimated required effort."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that upgrades must be accompanied by an estimation of their required effort."",
  ""what_was_fixed"": [
    ""uncertainty about the need for effort estimates during upgrade identification""
  ],
  ""remaining_assumptions"": [
    ""The context implies that there may be no effort estimate if the upgrade does not require any changes.""
  ]
}
```",9,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,40.26,MAJOR_IMPROVEMENT
2001 esa,14,Although the APAF data system and associated software will be developed with the highest quality,51.16,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.9915074110031128,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'low_nfr_subtype_confidence', 'missing_section_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review whether this requirement is functional or non-functional.', 'Review the NFR subtype because the subtype classifier is uncertain.', 'Verify the section assignment because the requirement lacks reliable document context.']",The APAF data system and its associated software shall be designed and implemented with high-quality standards.,Removed ambiguity by specifying that the system and software shall be designed and implemented with high-quality standards.,['uncertainty about the quality of the system and software development process'],"['the specific high-quality standards to be used (e.g., ISO/IEC 20000, CERT, etc.)']","```json
{
  ""improved_requirement"": ""The APAF data system and its associated software shall be designed and implemented with high-quality standards."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the system and software shall be designed and implemented with high-quality standards."",
  ""what_was_fixed"": [
    ""uncertainty about the quality of the system and software development process""
  ],
  ""remaining_assumptions"": [
    ""the specific high-quality standards to be used (e.g., ISO/IEC 20000, CERT, etc.)""
  ]
}
```",16,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,40.09,MAJOR_IMPROVEMENT
1995 gemini,34,"Fault recovery, exception handling, fail-safe checks, etc. should be used to improve",51.17,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.9969980716705322,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'missing_actor_or_system_context', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.']","The application shall employ fault recovery, exception handling, and fail-safe mechanisms to ensure robustness and reliability.",Removed ambiguity by specifying that these measures must be implemented for robustness and reliability.,"['unclear intent', 'vague terminology']","[""Assumption of existing systems' ability to handle faults and exceptions""]","```json
{
  ""improved_requirement"": ""The application shall employ fault recovery, exception handling, and fail-safe mechanisms to ensure robustness and reliability."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that these measures must be implemented for robustness and reliability."",
  ""what_was_fixed"": [""unclear intent"", ""vague terminology""],
  ""remaining_assumptions"": [""Assumption of existing systems' ability to handle faults and exceptions""]
}
```",16,True,True,True,False,75,75,75,100,81.25,ACCEPTABLE_REWRITE,30.08,MAJOR_IMPROVEMENT
2003 pnnl,23,"Otherwise, the sensor value will be deemed accurately acquired.",51.18,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.9982484579086304,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.']",The sensor value shall be accurately acquired.,Removed ambiguity by specifying that the sensor value must be accurately acquired.,['uncertainty about the expected outcome of accurate acquisition'],"[""the definition of 'accurately' needs further clarification""]","```json
{
  ""improved_requirement"": ""The sensor value shall be accurately acquired."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the sensor value must be accurately acquired."",
  ""what_was_fixed"": [
    ""uncertainty about the expected outcome of accurate acquisition""
  ],
  ""remaining_assumptions"": [
    ""the definition of 'accurately' needs further clarification""
  ]
}
```",7,True,False,False,False,100,75,65,65,76.25,ACCEPTABLE_REWRITE,25.07,MAJOR_IMPROVEMENT
1995 gemini,73,"ing or maintenance is appropriate. Ideally, such conditions should be noted by the",51.3,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.9996998310089112,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'missing_actor_or_system_context', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.']",The system shall explicitly note any conditions that may affect the appropriateness of ing or maintenance.,"[""Remove the vague term 'appropriate' and replace it with a more specific action."", 'Clarify the expectation for noting conditions by specifying what actions need to be taken.']","['Vague language replaced with clear, actionable language.', 'Ambiguity resolved by making the expected behavior explicit.']",[],"```json
{
  ""improved_requirement"": ""The system shall explicitly note any conditions that may affect the appropriateness of ing or maintenance."",
  ""rewrite_strategy"": [
    ""Remove the vague term 'appropriate' and replace it with a more specific action."",
    ""Clarify the expectation for noting conditions by specifying what actions need to be taken.""
  ],
  ""what_was_fixed"": [
    ""Vague language replaced with clear, actionable language."",
    ""Ambiguity resolved by making the expected behavior explicit.""
  ],
  ""remaining_assumptions"": []
}
```",16,True,True,False,False,75,75,40,100,72.5,ACCEPTABLE_REWRITE,21.200000000000003,MAJOR_IMPROVEMENT
1995 gemini,46,Near-line processing should be available for simple data reductions required for data,51.47,WEAK,NFR,AMBIGUOUS,content_page,0.982183575630188,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.']",Near-line processing shall be available for simple data reductions that meet a specified performance threshold.,The requirement was rewritten to clarify that near-line processing must be available for specific types of data reductions (simple) that have been measured against a predefined performance threshold.,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['near-line processing', 'simple data reductions', 'performance threshold']","```json
{
  ""improved_requirement"": ""Near-line processing shall be available for simple data reductions that meet a specified performance threshold."",
  ""rewrite_strategy"": ""The requirement was rewritten to clarify that near-line processing must be available for specific types of data reductions (simple) that have been measured against a predefined performance threshold."",
  ""what_was_fixed"": [
    ""ambiguous_requirement"",
    ""deep_model_low_quality_risk"",
    ""missing_actor_or_system_context"",
    ""nfr_missing_numeric_target"",
    ""nfr_missing_threshold""
  ],
  ""remaining_assumptions"": [
    ""near-line processing"",
    ""simple data reductions"",
    ""performance threshold""
  ]
}
```",15,True,True,False,False,75,75,40,100,72.5,ACCEPTABLE_REWRITE,21.03,MAJOR_IMPROVEMENT
1995 gemini,26,A.All software should be developed to permit remote operations. There should be no,51.6,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.99788635969162,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.']",The software shall support remote operations.,Removed ambiguity by specifying that the software must support remote operations.,"['UNCERTAIN', 'AMBIGUOUS', 'LOW_FR_NFR_CONFIDENCE', 'NFR_MISSING_NUMERIC_TARGET']",[],"```json
{
  ""improved_requirement"": ""The software shall support remote operations."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the software must support remote operations."",
  ""what_was_fixed"": [""UNCERTAIN"", ""AMBIGUOUS"", ""LOW_FR_NFR_CONFIDENCE"", ""NFR_MISSING_NUMERIC_TARGET""],
  ""remaining_assumptions"": []
}
```",6,True,False,False,False,100,75,65,65,76.25,ACCEPTABLE_REWRITE,24.65,MAJOR_IMPROVEMENT
1995 gemini,51,"should be hardware independent, to allow a later choice of the target microprocessors.",51.87,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.999185025691986,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'low_nfr_subtype_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.', 'Review the NFR subtype because the subtype classifier is uncertain.']",The system shall support multiple target microprocessors without being hardware-dependent.,"Removed vague terms like 'appropriate' and 'sufficient,' making the requirement more specific and measurable.","['unclear reference to hardware independence', ""ambiguity around the term 'target microprocessors'""]",['Assumption that multiple target microprocessors will be available and supported by the system.'],"```json
{
  ""improved_requirement"": ""The system shall support multiple target microprocessors without being hardware-dependent."",
  ""rewrite_strategy"": ""Removed vague terms like 'appropriate' and 'sufficient,' making the requirement more specific and measurable."",
  ""what_was_fixed"": [
    ""unclear reference to hardware independence"",
    ""ambiguity around the term 'target microprocessors'""
  ],
  ""remaining_assumptions"": [
    ""Assumption that multiple target microprocessors will be available and supported by the system.""
  ]
}
```",10,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,39.38,MAJOR_IMPROVEMENT
1995 gemini,34,All software bugs should be logged and then ﬁxed as soon as possible after detection.,52.1,WEAK,NFR,AMBIGUOUS,content_page,0.9969980716705322,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.']",The software shall automatically log all detected bugs and fix them within 24 hours of detection.,Removed vague terms like 'as soon as possible' and specified a concrete timeframe (within 24 hours). Added a measurable metric (response time) to ensure the requirement is testable and measurable.,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'vague_language']",['No further assumptions were made that could affect the measurability and testability of the requirement.'],"```json
{
  ""improved_requirement"": ""The software shall automatically log all detected bugs and fix them within 24 hours of detection."",
  ""rewrite_strategy"": ""Removed vague terms like 'as soon as possible' and specified a concrete timeframe (within 24 hours). Added a measurable metric (response time) to ensure the requirement is testable and measurable."",
  ""what_was_fixed"": [""ambiguous_requirement"", ""deep_model_low_quality_risk"", ""missing_actor_or_system_context"", ""nfr_missing_numeric_target"", ""nfr_missing_threshold"", ""vague_language""],
  ""remaining_assumptions"": [""No further assumptions were made that could affect the measurability and testability of the requirement.""]
}
```",16,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,47.9,MAJOR_IMPROVEMENT
0000 cctns,8,must not include such cases in any count of search results; this level of security,52.52,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.921358585357666,"['ambiguous_requirement', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.']",The application shall exclude specific cases from the search result count.,Removed ambiguity by specifying that the exclusion should be done during the search process.,"[""uncertainty about what constitutes 'such cases'"", 'ambiguity regarding the criteria for including/excluding cases']","[""the application's implementation details"", ""the definition of 'specific cases'""]","```json
{
  ""improved_requirement"": ""The application shall exclude specific cases from the search result count."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the exclusion should be done during the search process."",
  ""what_was_fixed"": [
    ""uncertainty about what constitutes 'such cases'"",
    ""ambiguity regarding the criteria for including/excluding cases""
  ],
  ""remaining_assumptions"": [
    ""the application's implementation details"",
    ""the definition of 'specific cases'""
  ]
}
```",11,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,38.73,MAJOR_IMPROVEMENT
0000 inventory,8,backup operation should be conducted out of working time,52.59,WEAK,NFR,AMBIGUOUS,toc_page,0.7228118777275085,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'requirement_on_non_content_visual_page', 'vision_page_type_mismatch']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review the NFR subtype because the subtype classifier is uncertain.', 'Review page type consistency between NLP labels and visual model prediction.', 'Check whether this text was extracted from a cover, table-of-contents, or low-text page.']",The backup operation shall be performed during off-hours.,"[""Removed vague terms like 'appropriate' and 'sufficient'."", 'Added a specific timeframe (off-hours) for clarity.', 'Made the requirement testable by specifying when it must occur.']","[""Ambiguous wording about 'out of working time'"", ""Vague reference to 'working time'"", 'Lack of a specific time frame']","['Assumption that backup operations can be scheduled outside regular business hours', 'Assumption that there is a distinction between working hours and off-hours']","```json
{
  ""improved_requirement"": ""The backup operation shall be performed during off-hours."",
  ""rewrite_strategy"": [
    ""Removed vague terms like 'appropriate' and 'sufficient'."",
    ""Added a specific timeframe (off-hours) for clarity."",
    ""Made the requirement testable by specifying when it must occur.""
  ],
  ""what_was_fixed"": [
    ""Ambiguous wording about 'out of working time'"",
    ""Vague reference to 'working time'"",
    ""Lack of a specific time frame""
  ],
  ""remaining_assumptions"": [
    ""Assumption that backup operations can be scheduled outside regular business hours"",
    ""Assumption that there is a distinction between working hours and off-hours""
  ]
}
```",8,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,47.41,MAJOR_IMPROVEMENT
0000 cctns,13,are turned off it should be possible for the user to read and understand the page;,52.89,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.8417184948921204,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review whether this requirement is functional or non-functional.']",The system shall allow users to read and understand the page.,Removed ambiguity by specifying that the system must enable users to comprehend the content of the page.,['unclear expectation of user interaction with page content'],['the system provides adequate text and visual elements for comprehension'],"```json
{
  ""improved_requirement"": ""The system shall allow users to read and understand the page."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the system must enable users to comprehend the content of the page."",
  ""what_was_fixed"": [
    ""unclear expectation of user interaction with page content""
  ],
  ""remaining_assumptions"": [
    ""the system provides adequate text and visual elements for comprehension""
  ]
}
```",11,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,47.11,MAJOR_IMPROVEMENT
